station_type,station_name,longitude,latitude,user_type,age,hour,num
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,26-30,9.0,38
start,City Hall,-74.043845,40.7177325,Customer,41-45,11.0,3
end,City Hall,-74.043845,40.7177325,Customer,41-45,11.0,1
start,Journal Square,-74.0625,40.73367,Customer,51-60,11.0,11
end,Journal Square,-74.0625,40.73367,Customer,51-60,11.0,18
start,Journal Square,-74.0625,40.73367,Customer,51-60,12.0,19
end,Columbus Dr at Exchange Pl,-74.03281,40.71687,Customer,46-50,12.0,2
start,Essex Light Rail,-74.0364857,40.7127742,Customer,31-35,12.0,13
start,Jackson Square,-74.0789,40.71113,Customer,26-30,13.0,7
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,41-45,15.0,2
start,Journal Square,-74.0625,40.73367,Customer,41-45,15.0,2
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,21-25,17.0,8
end,Newport PATH,-74.0337589,40.7272235,Subscriber,26-30,20.0,1
end,Columbus Dr at Exchange Pl,-74.03281,40.71687,Subscriber,51-60,22.0,8
end,Warren St,-74.03805095,40.7211236,Customer,16-20,0.0,10
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,0.0,5
start,Van Vorst Park,-74.047726625,40.71848892,Customer,31-35,1.0,1
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Subscriber,36-40,2.0,1
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,4.0,3
end,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,26-30,5.0,8
start,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Customer,46-50,6.0,2
start,Columbus Dr at Exchange Pl,-74.03281,40.71687,Customer,31-35,7.0,2
end,Columbus Dr at Exchange Pl,-74.03281,40.71687,Customer,31-35,7.0,9
end,McGinley Square,-74.06762212514877,40.7253399253558,Customer,21-25,8.0,1
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,16-20,16.0,6
start,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,16-20,16.0,3
end,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,16-20,16.0,4
end,Harborside,-74.034234,40.7192517,Customer,31-35,0.0,3
start,Morris Canal,-74.03852552175522,40.7124188237569,Customer,46-50,6.0,1
start,Journal Square,-74.0625,40.73367,Customer,51-60,8.0,5
end,Journal Square,-74.0625,40.73367,Customer,51-60,8.0,5
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,36-40,8.0,1
start,Paulus Hook,-74.0335519,40.7141454,Customer,60-,13.0,2
start,JC Medical Center,-74.0496379137039,40.71653978099194,Customer,60-,15.0,3
end,JC Medical Center,-74.0496379137039,40.71653978099194,Customer,60-,15.0,1
start,Brunswick & 6th,-74.05038893222809,40.72601172964625,Customer,41-45,18.0,2
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,21-25,23.0,27
end,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,10.0,8
end,Essex Light Rail,-74.0364857,40.7127742,Customer,16-20,10.0,2
start,Christ Hospital,-74.050443636,40.734785818,Customer,31-35,22.0,1
start,Brunswick St,-74.0506564,40.7241765,Customer,21-25,22.0,5
start,Columbus Dr at Exchange Pl,-74.03281,40.71687,Subscriber,41-45,0.0,32
start,Columbus Dr at Exchange Pl,-74.03281,40.71687,Subscriber,46-50,0.0,8
end,JC Medical Center,-74.0496379137039,40.71653978099194,Customer,26-30,5.0,4
start,Fairmount Ave,-74.07195925712585,40.72572613742557,Customer,26-30,7.0,3
start,Bergen Ave,-74.07145500183105,40.722103786686034,Subscriber,16-20,10.0,2
start,Morris Canal,-74.03852552175522,40.7124188237569,Customer,51-60,21.0,51
end,Morris Canal,-74.03852552175522,40.7124188237569,Customer,51-60,21.0,51
start,Newark Ave,-74.046304543,40.72152515,Customer,51-60,22.0,67
end,Newark Ave,-74.046304543,40.72152515,Customer,51-60,22.0,50
start,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,16-20,23.0,1
start,Baldwin at Montgomery,-74.0641943,40.7236589,Customer,21-25,23.0,15
end,Baldwin at Montgomery,-74.0641943,40.7236589,Customer,21-25,23.0,19
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,31-35,0.0,1
start,Oakland Ave,-74.0524783,40.7376037,Customer,26-30,0.0,3
start,Glenwood Ave,-74.07106071710587,40.72755146730012,Subscriber,60-,1.0,2
end,Glenwood Ave,-74.07106071710587,40.72755146730012,Subscriber,60-,1.0,1
start,York St,-74.04105,40.71649,Customer,41-45,1.0,1
end,Newark Ave,-74.046304543,40.72152515,Customer,21-25,3.0,3
end,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,36-40,5.0,1
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,36-40,6.0,2
start,Brunswick St,-74.0506564,40.7241765,Customer,36-40,7.0,16
end,Bergen Ave,-74.07145500183105,40.722103786686034,Subscriber,31-35,12.0,1
end,Van Vorst Park,-74.047726625,40.71848892,Customer,41-45,15.0,9
start,Jackson Square,-74.0789,40.71113,Subscriber,16-20,17.0,1
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,31-35,20.0,15
end,City Hall,-74.043845,40.7177325,Subscriber,51-60,1.0,2
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,21-25,2.0,1
start,City Hall,-74.043845,40.7177325,Subscriber,16-20,2.0,1
end,City Hall,-74.043845,40.7177325,Subscriber,16-20,2.0,1
start,Columbus Dr at Exchange Pl,-74.03281,40.71687,Subscriber,41-45,2.0,3
start,5 Corners Library,-74.0595030784607,40.73496102000952,Subscriber,41-45,3.0,1
end,5 Corners Library,-74.0595030784607,40.73496102000952,Subscriber,41-45,3.0,1
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,16-20,10.0,1
start,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,16-20,11.0,1
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,36-40,12.0,12
start,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,16-20,12.0,1
start,City Hall,-74.043845,40.7177325,Customer,16-20,13.0,1
start,Jackson Square,-74.0789,40.71113,Subscriber,16-20,13.0,1
start,Van Vorst Park,-74.047726625,40.71848892,Customer,41-45,14.0,2
end,Grand St,-74.03768330812454,40.71517767732029,Customer,41-45,15.0,15
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,17.0,7
end,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Subscriber,51-60,22.0,13
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,21-25,23.0,1
end,Warren St,-74.03805095,40.7211236,Customer,16-20,0.0,2
end,Glenwood Ave,-74.07106071710587,40.72755146730012,Subscriber,60-,1.0,2
start,McGinley Square,-74.06762212514877,40.7253399253558,Customer,26-30,1.0,3
start,Columbus Dr at Exchange Pl,-74.03281,40.71687,Subscriber,41-45,1.0,8
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,26-30,2.0,1
end,Newport PATH,-74.0337589,40.7272235,Customer,21-25,3.0,1
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,31-35,3.0,1
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,16-20,10.0,2
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,60-,10.0,1
start,Morris Canal,-74.03852552175522,40.7124188237569,Customer,60-,16.0,2
end,Morris Canal,-74.03852552175522,40.7124188237569,Customer,60-,16.0,4
start,Baldwin at Montgomery,-74.0641943,40.7236589,Customer,21-25,2.0,3
end,Brunswick St,-74.0506564,40.7241765,Customer,31-35,2.0,1
start,Newport PATH,-74.0337589,40.7272235,Customer,21-25,5.0,1
start,Journal Square,-74.0625,40.73367,Subscriber,60-,8.0,2
end,Journal Square,-74.0625,40.73367,Subscriber,60-,8.0,2
end,McGinley Square,-74.06762212514877,40.7253399253558,Customer,31-35,8.0,3
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,9.0,11
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,46-50,13.0,5
end,York St,-74.04105,40.71649,Customer,16-20,15.0,2
start,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,20.0,27
start,Jackson Square,-74.0789,40.71113,Subscriber,16-20,23.0,1
end,McGinley Square,-74.06762212514877,40.7253399253558,Customer,26-30,3.0,2
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,26-30,6.0,1
start,Van Vorst Park,-74.047726625,40.71848892,Customer,51-60,9.0,24
end,Van Vorst Park,-74.047726625,40.71848892,Customer,51-60,9.0,17
end,Journal Square,-74.0625,40.73367,Customer,36-40,19.0,2
end,Christ Hospital,-74.050443636,40.734785818,Customer,31-35,23.0,3
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,41-45,17.0,1
start,Journal Square,-74.0625,40.73367,Subscriber,16-20,18.0,1
end,Journal Square,-74.0625,40.73367,Subscriber,16-20,18.0,1
end,Journal Square,-74.0625,40.73367,Subscriber,51-60,23.0,1
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,31-35,23.0,6
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,26-30,23.0,14
start,Bergen Ave,-74.07145500183105,40.722103786686034,Customer,31-35,3.0,1
end,Bergen Ave,-74.07145500183105,40.722103786686034,Customer,31-35,3.0,2
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,60-,7.0,1
start,Montgomery St,-74.05099,40.71942,Customer,26-30,8.0,2
end,Bergen Ave,-74.07145500183105,40.722103786686034,Customer,36-40,9.0,1
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,21-25,22.0,10
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,26-30,0.0,20
end,City Hall,-74.043845,40.7177325,Customer,41-45,12.0,1
end,Columbus Dr at Exchange Pl,-74.03281,40.71687,Customer,51-60,20.0,43
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,26-30,1.0,12
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,31-35,8.0,1
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,31-35,14.0,10
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,51-60,23.0,127
start,Van Vorst Park,-74.047726625,40.71848892,Customer,36-40,23.0,2
start,City Hall,-74.043845,40.7177325,Customer,26-30,5.0,1
end,City Hall,-74.043845,40.7177325,Customer,26-30,5.0,4
start,City Hall,-74.043845,40.7177325,Customer,21-25,7.0,1
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,51-60,8.0,6
end,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,16-20,8.0,2
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,31-35,10.0,5
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,21-25,10.0,3
end,Morris Canal,-74.03852552175522,40.7124188237569,Customer,51-60,10.0,32
start,Newark Ave,-74.046304543,40.72152515,Customer,51-60,11.0,30
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,51-60,13.0,61
end,Newport PATH,-74.0337589,40.7272235,Customer,16-20,16.0,5
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,51-60,18.0,7
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,31-35,3.0,1
start,Oakland Ave,-74.0524783,40.7376037,Customer,31-35,5.0,1
end,Oakland Ave,-74.0524783,40.7376037,Customer,31-35,5.0,1
start,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,60-,9.0,1
end,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,60-,9.0,2
end,Newport Pkwy,-74.0321082,40.7287448,Customer,21-25,11.0,8
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,16-20,16.0,4
end,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,41-45,4.0,1
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,21-25,7.0,5
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,41-45,7.0,3
end,Washington St,-74.0354826,40.7242941,Subscriber,60-,23.0,1
start,Washington St,-74.0354826,40.7242941,Subscriber,60-,4.0,1
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,41-45,6.0,1
start,Van Vorst Park,-74.047726625,40.71848892,Customer,51-60,8.0,14
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,9.0,1
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,9.0,1
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,11.0,1
start,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,15.0,27
end,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,15.0,87
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,0.0,2
end,Jersey & 6th St,-74.04557168483734,40.72528910781132,Customer,21-25,1.0,28
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,60-,7.0,1
end,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Customer,41-45,14.0,7
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,60-,18.0,1
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,16-20,0.0,2
end,Harborside,-74.034234,40.7192517,Subscriber,21-25,10.0,5
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,51-60,12.0,49
start,Oakland Ave,-74.0524783,40.7376037,Customer,36-40,12.0,4
end,Bergen Ave,-74.07145500183105,40.722103786686034,Customer,41-45,15.0,1
start,Van Vorst Park,-74.047726625,40.71848892,Customer,41-45,16.0,2
start,Bergen Ave,-74.07145500183105,40.722103786686034,Subscriber,60-,0.0,1
end,Hilltop,-74.0575736,40.7311689,Customer,16-20,1.0,1
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,36-40,3.0,2
start,Sip Ave,-74.06378388404846,40.73074262530658,Customer,21-25,3.0,6
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,60-,4.0,6
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,60-,4.0,1
end,McGinley Square,-74.06762212514877,40.7253399253558,Customer,31-35,8.0,1
start,Astor Place,-74.07126188278198,40.71928220070702,Subscriber,16-20,8.0,6
start,Montgomery St,-74.05099,40.71942,Subscriber,16-20,11.0,1
end,Montgomery St,-74.05099,40.71942,Subscriber,16-20,11.0,1
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,60-,17.0,1
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,46-50,5.0,1
end,Christ Hospital,-74.050443636,40.734785818,Subscriber,26-30,5.0,1
end,Journal Square,-74.0625,40.73367,Customer,21-25,12.0,4
start,Dey St,-74.066921,40.737711,Customer,21-25,14.0,4
end,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,41-45,0.0,10
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,46-50,1.0,1
start,Dey St,-74.066921,40.737711,Customer,31-35,8.0,2
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,26-30,9.0,5
start,Morris Canal,-74.03852552175522,40.7124188237569,Customer,51-60,14.0,100
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,16-20,0.0,1
start,Astor Place,-74.07126188278198,40.71928220070702,Subscriber,16-20,9.0,3
start,Morris Canal,-74.03852552175522,40.7124188237569,Customer,51-60,16.0,121
start,Glenwood Ave,-74.07106071710587,40.72755146730012,Customer,26-30,5.0,1
start,Morris Canal,-74.03852552175522,40.7124188237569,Customer,31-35,7.0,9
start,Brunswick St,-74.0506564,40.7241765,Customer,41-45,9.0,13
end,Warren St,-74.03805095,40.7211236,Customer,16-20,19.0,18
start,Dey St,-74.066921,40.737711,Customer,21-25,21.0,7
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Customer,26-30,0.0,2
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,21-25,2.0,1
start,McGinley Square,-74.06762212514877,40.7253399253558,Customer,36-40,9.0,6
start,Grand St,-74.03768330812454,40.71517767732029,Customer,41-45,11.0,2
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,13.0,6
end,Paulus Hook,-74.0335519,40.7141454,Customer,16-20,18.0,5
end,Washington St,-74.0354826,40.7242941,Customer,41-45,10.0,3
end,Washington St,-74.0354826,40.7242941,Customer,31-35,22.0,4
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,1.0,2
end,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,1.0,7
start,Glenwood Ave,-74.07106071710587,40.72755146730012,Customer,51-60,5.0,2
end,Glenwood Ave,-74.07106071710587,40.72755146730012,Customer,51-60,5.0,58
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,21-25,6.0,2
end,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,21-25,6.0,3
start,Jackson Square,-74.0789,40.71113,Customer,16-20,8.0,2
end,Jackson Square,-74.0789,40.71113,Customer,16-20,8.0,1
start,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,16-20,18.0,2
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,51-60,20.0,65
start,McGinley Square,-74.06762212514877,40.7253399253558,Customer,16-20,1.0,1
start,Van Vorst Park,-74.047726625,40.71848892,Customer,21-25,7.0,1
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,9.0,3
start,Jackson Square,-74.0789,40.71113,Customer,26-30,14.0,9
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,17.0,3
end,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,17.0,4
start,Dey St,-74.066921,40.737711,Customer,16-20,1.0,1
start,Newark Ave,-74.046304543,40.72152515,Customer,60-,11.0,3
start,Hoboken Ave at Monmouth St,-74.04696375131607,40.73520838045357,Subscriber,51-60,12.0,12
start,Jackson Square,-74.0789,40.71113,Subscriber,16-20,21.0,1
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,21-25,0.0,2
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,26-30,2.0,5
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,46-50,4.0,1
end,JC Medical Center,-74.0496379137039,40.71653978099194,Customer,26-30,6.0,1
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,10.0,1
start,Dey St,-74.066921,40.737711,Customer,26-30,17.0,5
end,Warren St,-74.03805095,40.7211236,Customer,31-35,0.0,5
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,16.0,2
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,41-45,17.0,1
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,9.0,2
end,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,16-20,9.0,4
end,Newport PATH,-74.0337589,40.7272235,Customer,16-20,13.0,2
start,Brunswick St,-74.0506564,40.7241765,Customer,16-20,17.0,2
end,Newark Ave,-74.046304543,40.72152515,Subscriber,21-25,2.0,5
end,JC Medical Center,-74.0496379137039,40.71653978099194,Customer,26-30,4.0,2
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,21-25,6.0,6
end,Hamilton Park,-74.044247311,40.727595966,Customer,21-25,23.0,2
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,51-60,8.0,9
end,Astor Place,-74.07126188278198,40.71928220070702,Customer,26-30,11.0,3
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,51-60,9.0,17
start,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,22.0,4
end,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,22.0,23
start,Montgomery St,-74.05099,40.71942,Subscriber,60-,6.0,1
end,Van Vorst Park,-74.047726625,40.71848892,Customer,26-30,10.0,4
end,Washington St,-74.0354826,40.7242941,Customer,31-35,0.0,2
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,21-25,1.0,3
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,41-45,15.0,1
end,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,41-45,15.0,2
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,41-45,18.0,4
start,Harborside,-74.034234,40.7192517,Customer,41-45,23.0,1
start,Harborside,-74.034234,40.7192517,Subscriber,41-45,4.0,1
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,11.0,2
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,1.0,1
end,Glenwood Ave,-74.07106071710587,40.72755146730012,Subscriber,16-20,15.0,1
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,51-60,7.0,20
end,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,51-60,7.0,5
end,Oakland Ave,-74.0524783,40.7376037,Customer,21-25,15.0,8
end,Glenwood Ave,-74.07106071710587,40.72755146730012,Customer,16-20,19.0,7
start,Essex Light Rail,-74.0364857,40.7127742,Customer,51-60,8.0,7
start,Bergen Ave,-74.07145500183105,40.722103786686034,Customer,31-35,4.0,1
start,Baldwin at Montgomery,-74.0641943,40.7236589,Customer,51-60,9.0,33
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,41-45,17.0,4
end,Fairmount Ave,-74.07195925712585,40.72572613742557,Subscriber,31-35,6.0,1
start,Glenwood Ave,-74.07106071710587,40.72755146730012,Subscriber,31-35,6.0,25
